index,title,price,category,color,review rating,review number,model,Screen Size,Touch Screen,Storage Type,Total Storage Capacity,Hard Drive Capacity,System Memory (RAM),Processor Speed (Base),Processor Model,Operating System,Battery Life,Brand,Product Height,Product Width,Product Depth,Product Weight
2,"Apple - MacBook Pro 15.4"" Display with Touch Bar - Intel Core i7 - 16GB Memory - AMD Radeon Pro 555X - 256GB SSD - Silver","2,099.99",laptop,Silver,4.8,660,MV922LL/A,15.4 inches,No,SSD,256 gigabytes,,16 gigabytes,2.6 gigahertz,Intel 9th Generation Core i7,Mac OS,,Apple,0.61 inches,13.8 inches,9.48 inches,4.02 pounds
3,"Apple - MacBook Pro 15.4"" Display with Touch Bar - Intel Core i7 - 16GB Memory - AMD Radeon Pro 555X - 256GB SSD - Space Gray","2,099.99",laptop,Space Gray,4.8,660,MV902LL/A,15.4 inches,No,SSD,256 gigabytes,,16 gigabytes,2.6 gigahertz,Intel 9th Generation Core i7,Mac OS,,Apple,0.61 inches,13.8 inches,9.48 inches,4.02 pounds
4,"HP - Stream 11.6"" Laptop - Intel Atom x5 - 4GB Memory - 64GB eMMC Flash Memory - Diamond White",209.99,laptop,Diamond White,4.3,269,11-AK1012DX,11.6 inches,No,eMMC,64 gigabytes,,4 gigabytes,1.04 gigahertz,Intel Atom,Windows 10 Home in S mode,,HP,0.7 inches,11.1 inches,7.6 inches,2.31 pounds
5,"Dell - Inspiron 13.3"" 7000 2-in-1 Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 512GB SSD + 32GB Optane - Silver",849.99,laptop,Silver,4.4,108,I7391-5537SLV-PUS,13 inches,Yes,SSD,512 gigabytes,,8 gigabytes,1.6 gigahertz,Intel 10th Generation Core i5,Windows 10 Home,,Dell,0.6 inches,12.1 inches,8.5 inches,3.2 pounds
6,"Lenovo - IdeaPad 130 15.6"" Laptop - AMD A9-Series - 4GB Memory - AMD Radeon R5 - 128GB Solid State Drive - Black",249.99,laptop,Black,4.2,300,81H5002FUS,15.6 inches,No,SSD,128 gigabytes,,4 gigabytes,3.1 gigahertz,AMD A9,Windows 10 Home in S mode,5 hours,Lenovo,0.76 inches,14.8 inches,10 inches,4.63 pounds
7,"Lenovo - ThinkPad L13 Yoga 2-in-1 13.3"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB SSD - Black",799.99,laptop,Black,5.0,1,20R5A000US,13.3 inches,Yes,SSD,256 gigabytes,,8 gigabytes,1.6 gigahertz,Intel 10th Generation Core i5,Windows 10 Home,12.23 hours,Lenovo,0.7 inches,12.3 inches,8.6 inches,3.15 pounds
8,"ASUS - Zenbook Flip 15.6"" 4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1050 - 1TB SSD - Gun Gray","1,299.99",laptop,Gun Gray,4.5,22,Q547FD-BI7T9,15.6 inches,Yes,SSD,1000 gigabytes,,16 gigabytes,1.8 gigahertz,Intel 10th Generation Core i7,Windows 10 Home,,ASUS,0.78 inches,14 inches,9 inches,4.19 pounds
9,"HP - ENVY x360 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB SSD + 16GB Optane - Natural Silver, Sandblasted Anodized Finish",949.99,laptop,"Natural Silver, Sandblasted Anodized Finish",4.7,443,15M-DR1011DX,15.6 inches,Yes,SSD,256 gigabytes,,8 gigabytes,1.6 gigahertz,Intel 10th Generation Core i5,Windows 10 Home,,HP,0.7 inches,14.1 inches,9.7 inches,4.52 pounds
10,"HP - Spectre x360 2-in-1 15.6"" 4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB SSD + 32GB Optane - Ash Silver","1,599.99",laptop,Ash Silver,4.6,340,15-DF1033DX,15.6 inches,Yes,SSD,512 gigabytes,,16 gigabytes,1.8 gigahertz,Intel 10th Generation Core i7,Windows 10 Home,,HP,0.8 inches,14.2 inches,9.8 inches,4.78 pounds
11,"Samsung - Notebook 9 Pro 2-in-1 13.3"" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Platinum Titan",799.99,laptop,Platinum Titan,4.7,141,NP930MBE-K01US,13.3 inches,Yes,SSD,256 gigabytes,,8 gigabytes,1.8 gigahertz,Intel 8th Generation Core i7,Windows 10 Home,,Samsung,0.5 inches,12.1 inches,8.1 inches,2.84 pounds
12,"Lenovo - IdeaPad 15.6"" Laptop - AMD Ryzen 3 - 8GB Memory - 256GB Solid State Drive - Platinum Gray/IMR",379.99,laptop,Platinum Gray/IMR,,,81UT00EAUS,15.6 inches,No,SSD,256 gigabytes,,8 gigabytes,2.6 gigahertz,AMD 3rd Generation Ryzen 3,Windows 10 Home in S mode,,Lenovo,0.8 inches,14.3 inches,10 inches,4.1 pounds
13,"HP - ENVY x360 2-in-1 15.6"" Touch-Screen Laptop - AMD Ryzen 5 - 8GB Memory - 256GB Solid State Drive - Sandblasted Anodized Finish, Nightfall Black",849.99,laptop,"Sandblasted Anodized Finish, Nightfall Black",4.6,"1,092",15M-DS0011DX,15.6 inches,Yes,SSD,256 gigabytes,,8 gigabytes,2.1 gigahertz,AMD 2nd Generation Ryzen 5,Windows 10 Home,,HP,0.7 inches,14.1 inches,9.7 inches,4.52 pounds
14,"Google - Pixelbook Go 13.3"" Touch-Screen Chromebook - Intel Core m3 - 8GB Memory - 64GB Solid State Drive - Just Black",649.00,laptop,Just Black,4.8,72,GA00519-US,13.3 inches,Yes,SSD,64 gigabytes,,8 gigabytes,1.1 gigahertz,Intel Core m3,Chrome OS,12 hours,Google,0.5 inches,12.2 inches,8.1 inches,2.3 pounds
15,"Dell - 17.3"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2060 - 1TB Hard Drive + 256GB SSD - Abyss Gray","1,379.99",laptop,Abyss Gray,4.5,250,G7790-7152GRY-PUS,17.3 inches,No,"SSD, HDD",1256 gigabytes,1000 gigabytes,16 gigabytes,2.6 gigahertz,Intel 9th Generation Core i7,Windows 10 Home,,Dell,1 inches,15.9 inches,11.6 inches,7.28 pounds
16,"Samsung - 11.6"" Chromebook - Intel Atom x5 - 4GB Memory - 32GB eMMC Flash Memory - Night Charcoal",208.99,laptop,Night Charcoal,4.6,525,XE501C13-S02US,11.6 inches,No,eMMC,32 gigabytes,,4 gigabytes,1.04 gigahertz,Intel Atom,Chrome OS,,Samsung,0.7 inches,11.4 inches,8.1 inches,2.6 pounds
17,"ASUS - ROG G531GT 15.6"" Gaming Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1650 - 512GB Solid State Drive - Black",849.99,laptop,Black,4.5,316,G531GT-BI7N6,15.6 inches,No,SSD,512 gigabytes,,8 gigabytes,2.6 gigahertz,Intel 9th Generation Core i7,Windows 10,4 hours,ASUS,1 inches,14.2 inches,10.8 inches,5.29 pounds
18,"Acer - Aspire 5 15.6"" Laptop - Intel Core i5 - 8GB Memory - 512GB SSD - Charcoal Black",499.99,laptop,Charcoal Black,4.3,15,A51554597W,15.6 inches,No,SSD,512 gigabytes,,8 gigabytes,1.6 gigahertz,Intel 8th Generation Core i5,Windows 10 Home,,Acer,0.7 inches,14.3 inches,9.9 inches,4.19 pounds
19,"HP - Spectre x360 2-in-1 13.3"" 4K OLED Ultra HD Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 1TB SSD + 32GB Optane - Nightfall Black","1,799.99",laptop,Nightfall Black,4.5,83,13-AW0023DX,13.3 inches,Yes,SSD,1000 gigabytes,,16 gigabytes,1.3 gigahertz,Intel 10th Generation Core i7,Windows 10 Home,,HP,0.7 inches,12 inches,7.7 inches,2.87 pounds
20,"HP - Pavilion x360 2-in-1 11.6"" Touch-Screen Laptop - Intel Pentium - 4GB Memory - 128GB Solid State Drive - Ash Silver",399.99,laptop,Ash Silver,4.6,580,11M-AP0013DX,11.6 inches,Yes,SSD,128 gigabytes,,4 gigabytes,1.1 gigahertz,Intel Pentium,Windows 10 Home in S mode,,HP,0.7 inches,11 inches,7.7 inches,2.67 pounds
21,"Lenovo - Yoga C940 2-in-1 14"" 4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB SSD + 32GB Optane - Mica","1,599.99",laptop,Mica,4.5,71,81Q90041US,14 inches,Yes,SSD,512 gigabytes,,16 gigabytes,1.3 gigahertz,Intel 10th Generation Core i7,Windows 10 Home,10.5 hours,Lenovo,0.6 inches,12.6 inches,8.5 inches,2.98 pounds
22,"HP - Envy 17.3"" Touch-Screen Laptop - Intel Core i7 - 12GB Memory - NVIDIA GeForce MX250 - 512GB SSD + Optane - Natural Silver, Sandblasted Anodized Finish","1,249.99",laptop,"Natural Silver, Sandblasted Anodized Finish",4.7,340,17M-CE1013DX,17.3 inches,Yes,SSD,512 gigabytes,,12 gigabytes,1.8 gigahertz,Intel 10th Generation Core i7,Windows 10 Home,,HP,0.9 inches,15.9 inches,10.5 inches,6.13 pounds
23,"Samsung - 15.6"" Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Platinum Titan",299.00,laptop,Platinum Titan,4.4,96,XE350XBA-K01US,15.6 inches,No,eMMC,32 gigabytes,,4 gigabytes,1.1 gigahertz,Intel Celeron,Chrome OS,,Samsung,0.6 inches,14.2 inches,9.6 inches,3.75 pounds
24,"Lenovo - C340 2-in-1 11.6"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Platinum Gray",299.00,laptop,Platinum Gray,4.5,242,81TA0000US,11.6 inches,Yes,eMMC,32 gigabytes,,4 gigabytes,1.1 gigahertz,Intel Celeron,Chrome OS,10 hours,Lenovo,0.7 inches,11.4 inches,8.2 inches,2.65 pounds
25,"Microsoft - Surface Book 2 - 13.5"" Touch-Screen PixelSense™ - 2-in-1 Laptop - Intel Core i5 - 8GB Memory - 128GB SSD - Platinum",999.00,laptop,Platinum,4.6,381,HMU-00001,13.5 inches,Yes,SSD,128 gigabytes,,8 gigabytes,2.6 gigahertz,Intel 7th Generation Core i5,Windows 10 Pro,17 hours,Microsoft,0.9 inches,12.3 inches,9.14 inches,
0,"Acer - 15.6"" Refurbished Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Pure Silver",196.99,laptop,Pure Silver,4.3,12,NX.GPTAA.008,15.6 inches,Yes,eMMC,32 gigabytes,,4 gigabytes,1.1 gigahertz,Intel Celeron,Chrome OS,12 hours,Acer,0.7 inches,14.9 inches,10.1 inches,4.3 pounds
1,"Dell - 15.6"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1660 Ti - 1TB Hard Drive + 256GB SSD - Deep Space Black","1,179.99",laptop,Deep Space Black,4.5,160,G5590-7176BLK-PUS,15.6 inches,No,"SSD, HDD",1256 gigabytes,1000 gigabytes,16 gigabytes,2.6 gigahertz,Intel 9th Generation Core i7,Windows 10 Home,,Dell,0.9 inches,14.3 inches,10.8 inches,6.11 pounds
2,"HP - 2-in-1 14"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Ceramic White",399.00,laptop,Ceramic White,4.6,179,14B-CA0013DX,14 inches,Yes,eMMC,32 gigabytes,,4 gigabytes,1.1 gigahertz,Intel Celeron,Chrome OS,,HP,0.7 inches,12.8 inches,8.9 inches,3.48 pounds
3,"Lenovo - Legion Y540 17.3"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1660 Ti - 1TB Solid State Drive - Black","1,349.99",laptop,Black,4.6,67,81Q4008EUS,17.3 inches,No,SSD,1000 gigabytes,,16 gigabytes,2.6 gigahertz,Intel 9th Generation Core i7,Windows 10 Home,5 hours,Lenovo,1 inches,15.7 inches,11.4 inches,6.26 pounds
4,"Alienware - M17 17.3"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2070 Max-Q - 512GB Solid State Drive - Lunar Light","2,199.99",laptop,Lunar Light,4.0,78,AWYA17-7640WHT-PUS,17.3 inches,No,SSD,512 gigabytes,,16 gigabytes,2.6 gigahertz,Intel 9th Generation Core i7,Windows 10 Home,,Alienware,0.81 inches,15.7 inches,11.6 inches,5.8 pounds
5,"Dell - 2-in-1 11.6"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Gray",269.00,laptop,Gray,5.0,2,C5190-C862GRY-PUS,11.6 inches,Yes,eMMC,32 gigabytes,,4 gigabytes,1.1 gigahertz,Intel Celeron,Chrome OS,,Dell,0.9 inches,12 inches,8.2 inches,3.11 pounds
6,"Dell - Inspiron 15.6"" 7000 2-in-1 Touch-Screen Laptop - Intel Core i7 - 12GB Memory - 512GB SSD + 32GB Optane - Silver","1,199.99",laptop,Silver,4.5,47,I7591-7469SLV-PUS,15.6 inches,Yes,SSD,512 gigabytes,,12 gigabytes,1.8 gigahertz,Intel 10th Generation Core i7,Windows 10 Home,,Dell,0.7 inches,14.1 inches,9.8 inches,4.83 pounds
7,"Dell - Inspiron 15.6"" Touch-Screen Laptop - Intel Core i3 - 8GB Memory - 128GB SSD - Black",328.99,laptop,Black,4.5,571,I3583-3867BLK,15.6 inches,Yes,SSD,128 gigabytes,,8 gigabytes,2.1 gigahertz,Intel 8th Generation Core i3,Windows 10 Home,,Dell,0.78 inches,15 inches,10.2 inches,4.41 pounds
8,"Acer - 15.6"" Chromebook - Intel Atom x5 - 4GB Memory - 16GB eMMC Flash Memory - Granite Gray",199.00,laptop,Granite Gray,4.5,254,CB3-532-108H,15.6 inches,No,eMMC,16 gigabytes,,4 gigabytes,1.04 gigahertz,Intel Atom,Chrome OS,12 hours,Acer,1 inches,15.1 inches,10.1 inches,4.41 pounds
9,"Microsoft - Surface Laptop 3 - 15"" Touch-Screen - AMD Ryzen™ 5 Surface Edition - 8GB Memory - 256GB SSD (Latest Model) - Platinum",,laptop,Platinum,4.8,6,VGZ-00001,15 inches,Yes,SSD,256 gigabytes,,8 gigabytes,,AMD Ryzen 5 Microsoft Surface Edition,Windows 10 Home,,Microsoft,0.57 inches,13.4 inches,9.6 inches,3.4 pounds
10,"Microsoft - Surface Laptop 3 - 15"" Touch-Screen - AMD Ryzen™ 5 Surface Edition - 8GB Memory - 256GB SSD (Latest Model) - Matte Black",,laptop,Matte Black,4.3,28,VGZ-00022,15 inches,Yes,SSD,256 gigabytes,,8 gigabytes,,AMD Ryzen 5 Microsoft Surface Edition,Windows 10 Home,,Microsoft,0.57 inches,13.4 inches,9.6 inches,3.4 pounds
11,"Dell - G3 15.6"" Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1660Ti - 512GB Solid State Drive - Black",999.99,laptop,Black,4.4,269,I3590-5988BLK-PUS,15.6 inches,No,SSD,512 gigabytes,,8 gigabytes,2.4 gigahertz,Intel 9th Generation Core i5,Windows 10 Home,,Dell,0.85 inches,14.4 inches,10 inches,
12,"Apple - MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 8GB Memory - 512GB SSD - Silver","1,999.99",laptop,Silver,4.8,293,MV9A2LL/A,13.3 inches,No,SSD,512 gigabytes,,8 gigabytes,2.4 gigahertz,Intel 8th Generation Core i5,Mac OS,,Apple,0.59 inches,11.97 inches,8.36 inches,3.02 pounds
13,"Apple - MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 8GB Memory - 512GB SSD - Space Gray","1,999.99",laptop,Space Gray,4.8,293,MV972LL/A,13.3 inches,No,SSD,512 gigabytes,,8 gigabytes,2.4 gigahertz,Intel 8th Generation Core i5,Mac OS,,Apple,0.59 inches,11.97 inches,8.36 inches,3.02 pounds
14,"HP - 2-in-1 14"" Touch-Screen Chromebook - Intel Pentium Silver - 4GB Memory - 64GB eMMC Flash Memory - Ceramic White",419.00,laptop,Ceramic White,4.2,71,14B-CA0023DX,14 inches,Yes,eMMC,64 gigabytes,,4 gigabytes,1.1 gigahertz,Intel Pentium,Chrome OS,,HP,0.7 inches,12.8 inches,8.9 inches,3.48 pounds
15,"HP - 14"" Chromebook - AMD A4-Series - 4GB Memory - AMD Radeon R4 - 32GB eMMC Flash Memory - Snow White",199.99,laptop,Snow White,4.7,13,NAE-HP-CB14-DB0030NR,14 inches,No,eMMC,32 gigabytes,,4 gigabytes,1.6 gigahertz,AMD A4,Chrome OS,9.25 hours,HP,0.7 inches,13.3 inches,8.9 inches,3.4 pounds
16,"Acer - Nitro 5 15.6"" Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 1TB Hard Drive + 128GB SSD - Black",749.99,laptop,Black,4.5,230,AN515-54-51M5,15.6 inches,No,"SSD, HDD",1128 gigabytes,1000 gigabytes,8 gigabytes,2.4 gigahertz,Intel 9th Generation Core i5,Windows 10 Home,7 hours,Acer,1.1 inches,14.3 inches,10 inches,5.51 pounds
17,"ASUS - 14"" Touch-Screen Laptop - AMD Ryzen 5 - 8GB Memory - 256GB Solid State Drive - Silver",699.99,laptop,Silver,4.5,300,Q406DA-BR5T6,14 inches,Yes,SSD,256 gigabytes,,8 gigabytes,2 gigahertz,AMD 2nd Generation Ryzen 5,Windows 10 Home,8 hours,ASUS,0.7 inches,12.7 inches,8.3 inches,3.53 pounds
18,"Acer - Nitro 5 15.6"" Gaming Laptop - AMD Ryzen 5 - 8GB Memory - AMD Radeon RX 560X - 256GB Solid State Drive - Obsidian Black",669.99,laptop,Obsidian Black,4.6,111,AN515-43-R0YM,15.6 inches,No,SSD,256 gigabytes,,8 gigabytes,2.1 gigahertz,AMD 2nd Generation Ryzen 5,Windows 10 Home,7 hours,Acer,1 inches,14.3 inches,10 inches,5.07 pounds
19,"Lenovo - Yoga C630 2-in-1 15.6"" Touch-Screen Chromebook - Intel Core i5 - 8GB Memory - 128GB eMMC Flash Memory - Midnight Blue",549.00,laptop,Midnight Blue,4.5,220,81JX0000US,15.6 inches,Yes,eMMC,128 gigabytes,,8 gigabytes,1.6 gigahertz,Intel 8th Generation Core i5,Chrome OS,10 hours,Lenovo,0.7 inches,14.2 inches,9.8 inches,4.19 pounds
20,"MSI - GS Series Stealth 15.6"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1660Ti - 512GB SSD - Matte Black With Gold Diamond Cut","1,499.99",laptop,Matte Black With Gold Diamond Cut,4.7,482,GS65 STEALTH-296,15.6 inches,No,SSD,512 gigabytes,,16 gigabytes,2.6 gigahertz,Intel 9th Generation Core i7,Windows 10,,MSI,0.69 inches,15.1 inches,10.2 inches,4.19 pounds
21,"ASUS - ROG Zephyrus G 15.6"" Gaming Laptop - AMD Ryzen 7 - 16GB Memory - NVIDIA GeForce GTX 1660 Ti Max-Q - 512GB SSD - Metalic Hairline Black","1,199.99",laptop,Metalic Hairline Black,4.3,453,GA502DU-BR7N6,15.6 inches,No,SSD,512 gigabytes,,16 gigabytes,2.3 gigahertz,AMD 2nd Generation Ryzen 7,Windows 10 Home,8 hours,ASUS,0.78 inches,14.2 inches,9.9 inches,4.63 pounds
22,"Microsoft - Surface Laptop 3 - 15"" Touch-Screen - AMD Ryzen™ 5 Surface Edition - 8GB Memory - 128GB SSD (Latest Model) - Platinum",,laptop,Platinum,4.7,96,V4G-00001,15 inches,Yes,SSD,128 gigabytes,,8 gigabytes,,AMD Ryzen 5 Microsoft Surface Edition,Windows 10 Home,,Microsoft,0.57 inches,13.4 inches,8.79 inches,3.4 pounds
23,"Lenovo - Yoga C740 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i5 - 12GB Memory - 256GB Solid State Drive - Iron Gray",949.99,laptop,Iron Gray,4.6,161,81TD0003US,15.6 inches,Yes,SSD,256 gigabytes,,12 gigabytes,1.6 gigahertz,Intel 10th Generation Core i5,Windows 10 Home,15 hours,Lenovo,0.7 inches,14.1 inches,9.3 inches,4.19 pounds
24,"Samsung - Plus 2-in-1 12.2"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Stealth Silver",449.00,laptop,Stealth Silver,4.4,734,XE521QAB,12.2 inches,Yes,eMMC,32 gigabytes,,4 gigabytes,1.5 gigahertz,Intel Celeron,Chrome OS,,Samsung,0.63 inches,11.3 inches,8.2 inches,2.93 pounds
25,"Lenovo - IdeaPad S145 15.6"" Laptop - AMD A6-Series - 4GB Memory - AMD Radeon R4 - 500GB Hard Drive - Black Texture",265.99,laptop,Black Texture,4.2,358,81N3005LUS,15.6 inches,No,HDD,500 gigabytes,500 gigabytes,4 gigabytes,2.6 gigahertz,AMD A6,Windows 10 Home in S mode,5.5 hours,Lenovo,0.8 inches,14.3 inches,9.9 inches,4.08 pounds
26,"HP - 2-in-1 14"" Touch-Screen Chromebook - Intel Core i3 - 8GB Memory - 64GB eMMC Flash Memory - White",599.00,laptop,White,4.6,"1,267",14-DA0012DX,14 inches,Yes,eMMC,64 gigabytes,,8 gigabytes,2.2 gigahertz,Intel 8th Generation Core i3,Chrome OS,14 hours,HP,0.6 inches,12.8 inches,8.9 inches,3.7 pounds
0,"Dell - 11.6"" Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - Gray",299.00,laptop,Gray,,,CRM5190640V4,11.6 inches,No,eMMC,16 gigabytes,,4 gigabytes,1.1 gigahertz,Intel Celeron,Chrome OS,,Dell,0.8 inches,12 inches,8.2 inches,2.82 pounds
1,"Microsoft - Surface Book 2 - 15"" Touch-Screen PixelSense™ - 2-in-1 Laptop - Intel Core i7 - 16GB Memory - 256GB SSD - Silver","2,199.00",laptop,Silver,4.7,398,HNR-00001,15 inches,Yes,SSD,256 gigabytes,,16 gigabytes,,Intel 8th Generation Core i7,Windows 10 Pro,17 hours,Microsoft,0.9 inches,13.5 inches,9.87 inches,
2,"Acer - Nitro 5 17.3"" Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 512GB Solid State Drive - Black",879.99,laptop,Black,4.3,220,AN517-51-56YW,17.3 inches,No,SSD,512 gigabytes,,8 gigabytes,2.4 gigahertz,Intel 9th Generation Core i5,Windows 10 Home,7 hours,Acer,1.1 inches,15.9 inches,11 inches,5.73 pounds
3,"Lenovo - Yoga 730 2-in-1 13.3"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Platinum",746.99,laptop,Platinum,4.2,"2,189",81CT0008US,13.3 inches,Yes,SSD,256 gigabytes,,8 gigabytes,1.6 gigahertz,Intel 8th Generation Core i5,Windows 10 Home,10.5 hours,Lenovo,0.6 inches,12.1 inches,8.5 inches,2.62 pounds
4,"Microsoft - Surface Go - 10"" Touch-Screen - Intel Pentium Gold - 4GB Memory - 64GB Storage - Silver",399.00,laptop,Silver,4.6,"1,292",MHN-00001,10 inches,,,64 gigabytes,,4 gigabytes,,Intel Pentium Gold 4415Y,Windows 10 Home in S mode,9 hours,Microsoft,0.33 inches,9.65 inches,6.9 inches,18.4 ounces
5,"Lenovo - 2-in-1 11.6"" Touch-Screen Chromebook - MT8173c - 4GB Memory - 32GB eMMC Flash Memory - Blizzard White",181.99,laptop,Blizzard White,4.6,"2,216",81HY0001US,11.6 inches,Yes,eMMC,32 gigabytes,,4 gigabytes,2.1 gigahertz,Non-AMD/Intel processor,Chrome OS,10 hours,Lenovo,0.8 inches,11.5 inches,8.5 inches,2.65 pounds
6,"Lenovo - Yoga C940 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1650 - 512GB SSD - Iron Gray","1,699.99",laptop,Iron Gray,4.1,35,81TE0000US,15.6 inches,Yes,SSD,512 gigabytes,,16 gigabytes,2.6 gigahertz,Intel 9th Generation Core i7,Windows 10 Home,10 hours,Lenovo,0.8 inches,14 inches,9.4 inches,4.34 pounds
7,"Lenovo - Yoga C630 WOS 2-in-1 13.3"" Touch-Screen Laptop - Snapdragon 850 - 8GB Memory - 128GB Solid State Drive (Verizon) - Iron Gray",599.99,laptop,Iron Gray,4.2,108,81JL0018US,13.3 inches,Yes,SSD,128 gigabytes,,8 gigabytes,2.96 gigahertz,Non-AMD/Intel processor,Windows 10 Home,25 hours,Lenovo,0.5 inches,12.1 inches,8.5 inches,2.65 pounds
8,"Samsung - 11.6"" Chromebook - Intel Atom x5 - 2GB Memory - 16GB eMMC Flash Memory - Night Charcoal",170.99,laptop,Night Charcoal,4.6,389,XE501C13-S01US,11.6 inches,No,eMMC,16 gigabytes,,2 gigabytes,1.04 gigahertz,Intel Atom,Chrome OS,,Samsung,0.7 inches,11.4 inches,8.1 inches,2.6 pounds
9,"ASUS - 2-in-1 15.6"" 4K Ultra HD Touch-Screen Laptop Intel Core i7 - 16GB Memory NVIDIA GeForce GTX 1050 2TB HDD + 256GB SSD - Gun Metal Gray","1,549.99",laptop,Gun Metal Gray,4.4,435,Q536FD-BI7T15,15.6 inches,Yes,"SSD, HDD",2256 gigabytes,2000 gigabytes,16 gigabytes,1.8 gigahertz,Intel 8th Generation Core i7,Windows 10 Home,9 hours,ASUS,0.8 inches,14.1 inches,8.9 inches,4.63 pounds
10,"ASUS - ROG GU502GV 15.6"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2060 - 1TB SSD + Optane - Brushed Metallic Black","1,749.99",laptop,Brushed Metallic Black,4.5,214,GU502GV-BI7N10,15.6 inches,No,SSD,1000 gigabytes,,16 gigabytes,2.6 gigahertz,Intel 9th Generation Core i7,Windows 10,6 hours,ASUS,0.7 inches,14.2 inches,9.9 inches,4.3 pounds
11,"Dell - Inspiron 15.6"" Touch-Screen Laptop - Intel Core i3 - 8GB Memory - 128GB SSD - Black",328.99,laptop,Black,4.5,484,i3583-3756BLK-PUS,15.6 inches,Yes,SSD,128 gigabytes,,8 gigabytes,2.1 gigahertz,Intel 8th Generation Core i3,Windows 10 Home in S mode,,Dell,0.78 inches,15 inches,10.2 inches,4.41 pounds
12,"Lenovo - L340-15API 15.6"" Laptop - AMD Ryzen 3 - 8GB Memory - 1TB Hard Drive - Platinum Gray",379.99,laptop,Platinum Gray,4.4,427,81LW005PUS,15.6 inches,No,HDD,1000 gigabytes,1000 gigabytes,8 gigabytes,2.6 gigahertz,AMD 2nd Generation Ryzen 3,Windows 10 Home in S mode,8.5 hours,Lenovo,0.9 inches,14.3 inches,10 inches,4.85 pounds
13,"MSI - 15.6"" Gaming Laptop - Intel Core i7 - 32GB Memory - NVIDIA GeForce RTX 2060 - 512GB Solid State Drive - Matte Black With Gold Diamond Cut","1,999.99",laptop,Matte Black With Gold Diamond Cut,4.6,168,GS65 STEALTH-478,15.6 inches,No,SSD,512 gigabytes,,32 gigabytes,2.6 gigahertz,Intel 9th Generation Core i7,Windows 10 Home,,MSI,0.69 inches,15.1 inches,10.2 inches,4.19 pounds
14,"HP - 14"" Chromebook - Intel Celeron - 4GB Memory - 16GB Solid State Drive - Pre-Owned - White",97.99,laptop,White,3.8,39,CHROMEBOOK 14 G1 SD,14 inches,No,SSD,16 gigabytes,,4 gigabytes,1.4 gigahertz,Intel Celeron,Chrome OS,,HP,0.9 inches,13.6 inches,9.4 inches,4.08 pounds
15,"Razer - Blade 15.6"" Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2070 Max-Q - 512GB SSD - Mercury White","2,399.99",laptop,Mercury White,4.4,27,RZ09-03017EM8-R3U1,15.6 inches,No,SSD,512 gigabytes,,16 gigabytes,2.6 gigahertz,Intel 9th Generation Core i7,Windows 10 Home,,Razer,0.7 inches,14 inches,9.3 inches,4.74 pounds
